actual,proposed
0.0,54.87687683105469
0.0,55.484580993652344
0.0,56.0267219543457
0.0,56.511016845703125
0.0,56.944271087646484
0.0,55.97117233276367
0.0,55.85433578491211
0.0,55.67577362060547
0.0,55.55698776245117
0.0,55.515750885009766
0.0,55.218692779541016
0.0,54.83576202392578
0.0,54.643001556396484
0.0,54.744117736816406
0.0,54.698631286621094
0.0,55.727928161621094
0.0,56.400108337402344
184.16580200195312,56.6865119934082
187.57603454589844,57.74307632446289
0.0,58.52750778198242
0.0,58.55378723144531
0.0,58.59678268432617
0.0,58.7805061340332
0.0,58.94844055175781
0.0,59.102439880371094
0.0,59.46989059448242
0.0,59.588314056396484
0.0,59.17012405395508
0.0,59.086299896240234
0.0,58.4311408996582
0.0,57.9326286315918
0.0,57.63799285888672
0.0,56.8511848449707
0.0,56.441917419433594
0.0,55.55373764038086
0.0,53.631473541259766
0.0,52.98952102661133
0.0,52.42757034301758
0.0,51.40411376953125
0.0,49.616458892822266
0.0,48.03126907348633
0.0,46.57442855834961
0.0,46.04307174682617
0.0,45.844085693359375
0.0,45.53246307373047
0.0,44.9953727722168
0.0,44.93128967285156
0.0,44.83871078491211
0.0,44.79103088378906
0.0,44.486968994140625
0.0,44.09650421142578
0.0,43.722415924072266
0.0,43.57328796386719
0.0,43.070518493652344
0.0,42.61725997924805
0.0,41.82878112792969
0.0,41.150306701660156
0.0,40.69486618041992
0.0,39.6817626953125
0.0,39.282649993896484
0.0,38.93362808227539
0.0,38.62880325317383
0.0,38.36297607421875
0.0,37.569557189941406
0.0,37.31144714355469
0.0,36.26447296142578
0.0,35.916473388671875
0.0,35.34616470336914
0.0,34.98560333251953
0.0,34.67015075683594
0.0,34.15395736694336
0.0,34.476505279541016
0.0,34.75012969970703
0.0,35.12066650390625
0.0,35.044734954833984
0.0,34.85467529296875
0.0,34.829856872558594
0.0,34.78241729736328
0.0,35.769920349121094
0.0,36.03659439086914
0.0,36.127967834472656
0.0,36.76803970336914
0.0,37.67485046386719
0.0,37.723350524902344
0.0,38.077056884765625
0.0,38.49433135986328
0.0,39.29486083984375
0.0,38.82017135620117
0.0,39.04118347167969
0.0,39.099586486816406
0.0,38.888427734375
0.0,38.08869171142578
0.0,37.36348342895508
0.0,36.867374420166016
0.0,36.57239532470703
0.0,36.04887390136719
0.0,35.089622497558594
0.0,34.230194091796875
0.0,32.7094612121582
0.0,31.89847755432129
0.0,31.85698127746582
0.0,31.542675018310547
0.0,31.2675838470459
0.0,31.083189010620117
0.0,30.995067596435547
0.0,30.95037841796875
0.0,30.885047912597656
0.0,30.829753875732422
0.0,31.049365997314453
0.0,31.105636596679688
0.0,30.845256805419922
0.0,31.338699340820312
0.0,31.762792587280273
0.0,32.211448669433594
0.0,31.60283851623535
0.0,31.754117965698242
0.0,31.484046936035156
0.0,31.3880672454834
0.0,31.571779251098633
0.0,31.59637451171875
0.0,31.64432716369629
0.0,32.05184555053711
0.0,32.158573150634766
0.0,31.989295959472656
0.0,31.7163028717041
0.0,32.149818420410156
0.0,32.521034240722656
0.0,32.44525146484375
0.0,31.72280502319336
0.0,31.507478713989258
0.0,31.053674697875977
0.0,30.79535484313965
0.0,30.303503036499023
0.0,30.011499404907227
0.0,29.7558650970459
0.0,29.532320022583008
0.0,29.33708953857422
0.0,29.16684341430664
0.0,29.01864242553711
0.0,28.889890670776367
0.0,29.04435157775879
0.0,29.308847427368164
0.0,29.130199432373047
0.0,28.858993530273438
0.0,28.76167869567871
0.0,28.677827835083008
0.0,28.54436683654785
0.0,27.555034637451172
0.0,26.97848892211914
0.0,26.611305236816406
0.0,26.02284049987793
0.0,25.378978729248047
0.0,24.686128616333008
0.0,24.215988159179688
0.0,24.068439483642578
0.0,23.799625396728516
0.0,23.563779830932617
0.0,23.357025146484375
0.0,23.017498016357422
0.0,22.879043579101562
0.0,22.75821876525879
0.0,22.38690757751465
0.0,22.200475692749023
0.0,22.037208557128906
0.0,21.89438247680664
0.0,22.0356388092041
0.0,22.010658264160156
0.0,22.00229835510254
0.0,21.7302188873291
0.0,21.365299224853516
0.0,21.184396743774414
0.0,20.759870529174805
0.0,19.994155883789062
0.0,19.0671443939209
0.0,18.263639450073242
0.0,17.961124420166016
0.0,17.56755256652832
0.0,17.728759765625
0.0,17.735624313354492
0.0,17.47829246520996
0.0,17.122272491455078
0.0,17.15730094909668
0.0,17.107332229614258
0.0,17.3300724029541
0.0,17.65358543395996
0.0,17.534032821655273
0.0,16.77126121520996
0.0,16.78473663330078
0.0,16.54558563232422
0.0,16.181612014770508
0.0,15.310091972351074
0.0,15.246764183044434
0.0,14.785355567932129
